platform_name,country_of_origin,manufacturer,commons_search_url,file,source_url,source_page_url,photographer,license_name,license_url
nEUROn,Multinational,,https://commons.wikimedia.org/w/index.php?search=nEUROn%20UAV&title=Special:MediaSearch&type=image,,,,,,
Gladius system,Poland,,https://commons.wikimedia.org/w/index.php?search=Gladius%20system%20UAV&title=Special:MediaSearch&type=image,,,,,,
Forpost-R,Russia,,https://commons.wikimedia.org/w/index.php?search=Forpost-R%20UAV&title=Special:MediaSearch&type=image,,,,,,
Kub-BLA,Russia,,https://commons.wikimedia.org/w/index.php?search=Kub-BLA%20UAV&title=Special:MediaSearch&type=image,,,,,,
Orlan-30,Russia,,https://commons.wikimedia.org/w/index.php?search=Orlan-30%20UAV&title=Special:MediaSearch&type=image,,,,,,
S-70 Okhotnik-B,Russia,,https://commons.wikimedia.org/w/index.php?search=S-70%20Okhotnik-B%20UAV&title=Special:MediaSearch&type=image,,,,,,
ZALA Lancet,Russia,,https://commons.wikimedia.org/w/index.php?search=ZALA%20Lancet%20UAV&title=Special:MediaSearch&type=image,,,,,,
Milkor 380,South Africa,,https://commons.wikimedia.org/w/index.php?search=Milkor%20380%20UAV&title=Special:MediaSearch&type=image,,,,,,
KUS-FC,South Korea,,https://commons.wikimedia.org/w/index.php?search=KUS-FC%20UAV&title=Special:MediaSearch&type=image,,,,,,
KUS-FS,South Korea,,https://commons.wikimedia.org/w/index.php?search=KUS-FS%20UAV&title=Special:MediaSearch&type=image,,,,,,
KUS-VH,South Korea,,https://commons.wikimedia.org/w/index.php?search=KUS-VH%20UAV&title=Special:MediaSearch&type=image,,,,,,
RQ-101 Songgolmae,South Korea,,https://commons.wikimedia.org/w/index.php?search=RQ-101%20Songgolmae%20UAV&title=Special:MediaSearch&type=image,,,,,,
Alpha 900,Spain,,https://commons.wikimedia.org/w/index.php?search=Alpha%20900%20UAV&title=Special:MediaSearch&type=image,,,,,,
Flyability Elios 3,Switzerland,,https://commons.wikimedia.org/w/index.php?search=Flyability%20Elios%203%20UAV&title=Special:MediaSearch&type=image,,,,,,
Fotokite Sigma,Switzerland,,https://commons.wikimedia.org/w/index.php?search=Fotokite%20Sigma%20UAV&title=Special:MediaSearch&type=image,,,,,,
WingtraOne GEN II,Switzerland,,https://commons.wikimedia.org/w/index.php?search=WingtraOne%20GEN%20II%20UAV&title=Special:MediaSearch&type=image,,,,,,
senseFly eBee X,Switzerland,,https://commons.wikimedia.org/w/index.php?search=senseFly%20eBee%20X%20UAV&title=Special:MediaSearch&type=image,,,,,,
Bayraktar Akinci,Türkiye,,https://commons.wikimedia.org/w/index.php?search=Bayraktar%20Akinci%20UAV&title=Special:MediaSearch&type=image,,,,,,
Bayraktar Kizilelma,Türkiye,,https://commons.wikimedia.org/w/index.php?search=Bayraktar%20Kizilelma%20UAV&title=Special:MediaSearch&type=image,,,,,,
Bayraktar TB3,Türkiye,,https://commons.wikimedia.org/w/index.php?search=Bayraktar%20TB3%20UAV&title=Special:MediaSearch&type=image,,,,,,
STM Alpagu,Türkiye,,https://commons.wikimedia.org/w/index.php?search=STM%20Alpagu%20UAV&title=Special:MediaSearch&type=image,,,,,,
TAI Aksungur,Türkiye,,https://commons.wikimedia.org/w/index.php?search=TAI%20Aksungur%20UAV&title=Special:MediaSearch&type=image,,,,,,
TAI Anka-3,Türkiye,,https://commons.wikimedia.org/w/index.php?search=TAI%20Anka-3%20UAV&title=Special:MediaSearch&type=image,,,,,,
AQ-400 Scythe,Ukraine,,https://commons.wikimedia.org/w/index.php?search=AQ-400%20Scythe%20UAV&title=Special:MediaSearch&type=image,,,,,,
Bober,Ukraine,,https://commons.wikimedia.org/w/index.php?search=Bober%20UAV&title=Special:MediaSearch&type=image,,,,,,
Magura V5,Ukraine,,https://commons.wikimedia.org/w/index.php?search=Magura%20V5%20UAV&title=Special:MediaSearch&type=image,,,,,,
PD-2,Ukraine,,https://commons.wikimedia.org/w/index.php?search=PD-2%20UAV&title=Special:MediaSearch&type=image,,,,,,
Shark,Ukraine,,https://commons.wikimedia.org/w/index.php?search=Shark%20UAV&title=Special:MediaSearch&type=image,,,,,,
UJ-22 Airborne,Ukraine,,https://commons.wikimedia.org/w/index.php?search=UJ-22%20Airborne%20UAV&title=Special:MediaSearch&type=image,,,,,,
QX-4,United Arab Emirates,,https://commons.wikimedia.org/w/index.php?search=QX-4%20UAV&title=Special:MediaSearch&type=image,,,,,,
Malloy T150,United Kingdom,,https://commons.wikimedia.org/w/index.php?search=Malloy%20T150%20UAV&title=Special:MediaSearch&type=image,,,,,,
Malloy T400,United Kingdom,,https://commons.wikimedia.org/w/index.php?search=Malloy%20T400%20UAV&title=Special:MediaSearch&type=image,,,,,,
Protector RG Mk1,United Kingdom,,https://commons.wikimedia.org/w/index.php?search=Protector%20RG%20Mk1%20UAV&title=Special:MediaSearch&type=image,,,,,,
Taranis demonstrator,United Kingdom,,https://commons.wikimedia.org/w/index.php?search=Taranis%20demonstrator%20UAV&title=Special:MediaSearch&type=image,,,,,,
Vertical VX4,United Kingdom,,https://commons.wikimedia.org/w/index.php?search=Vertical%20VX4%20UAV&title=Special:MediaSearch&type=image,,,,,,
Watchkeeper WK450,United Kingdom,,https://commons.wikimedia.org/w/index.php?search=Watchkeeper%20WK450%20UAV&title=Special:MediaSearch&type=image,,,,,,
AeroVironment Quantix Recon,United States,,https://commons.wikimedia.org/w/index.php?search=AeroVironment%20Quantix%20Recon%20UAV&title=Special:MediaSearch&type=image,,,,,,
Amazon MK30,United States,,https://commons.wikimedia.org/w/index.php?search=Amazon%20MK30%20UAV&title=Special:MediaSearch&type=image,,,,,,
Anduril Ghost,United States,,https://commons.wikimedia.org/w/index.php?search=Anduril%20Ghost%20UAV&title=Special:MediaSearch&type=image,,,,,,
Anduril Ghost-X,United States,,https://commons.wikimedia.org/w/index.php?search=Anduril%20Ghost-X%20UAV&title=Special:MediaSearch&type=image,,,,,,
Archer Midnight,United States,,https://commons.wikimedia.org/w/index.php?search=Archer%20Midnight%20UAV&title=Special:MediaSearch&type=image,,,,,,
Beta ALIA,United States,,https://commons.wikimedia.org/w/index.php?search=Beta%20ALIA%20UAV&title=Special:MediaSearch&type=image,,,,,,
Elroy Air Chaparral,United States,,https://commons.wikimedia.org/w/index.php?search=Elroy%20Air%20Chaparral%20UAV&title=Special:MediaSearch&type=image,,,,,,
Inspired Flight IF1200A,United States,,https://commons.wikimedia.org/w/index.php?search=Inspired%20Flight%20IF1200A%20UAV&title=Special:MediaSearch&type=image,,,,,,
Joby S4,United States,,https://commons.wikimedia.org/w/index.php?search=Joby%20S4%20UAV&title=Special:MediaSearch&type=image,,,,,,
MQ-9A Reaper,United States,,https://commons.wikimedia.org/w/index.php?search=MQ-9A%20Reaper%20UAV&title=Special:MediaSearch&type=image,,,,,,
MQ-9B SeaGuardian,United States,,https://commons.wikimedia.org/w/index.php?search=MQ-9B%20SeaGuardian%20UAV&title=Special:MediaSearch&type=image,,,,,,
MQ-9B SkyGuardian,United States,,https://commons.wikimedia.org/w/index.php?search=MQ-9B%20SkyGuardian%20UAV&title=Special:MediaSearch&type=image,,,,,,
Manta Ray,United States,,https://commons.wikimedia.org/w/index.php?search=Manta%20Ray%20UAV&title=Special:MediaSearch&type=image,,,,,,
Phoenix Ghost family,United States,,https://commons.wikimedia.org/w/index.php?search=Phoenix%20Ghost%20family%20UAV&title=Special:MediaSearch&type=image,,,,,,
Puma AE,United States,,https://commons.wikimedia.org/w/index.php?search=Puma%20AE%20UAV&title=Special:MediaSearch&type=image,,,,,,
RQ-21A Blackjack,United States,,https://commons.wikimedia.org/w/index.php?search=RQ-21A%20Blackjack%20UAV&title=Special:MediaSearch&type=image,,,,,,
RQ-7B Shadow,United States,,https://commons.wikimedia.org/w/index.php?search=RQ-7B%20Shadow%20UAV&title=Special:MediaSearch&type=image,,,,,,
Raven RQ-11,United States,,https://commons.wikimedia.org/w/index.php?search=Raven%20RQ-11%20UAV&title=Special:MediaSearch&type=image,,,,,,
Skydio X10,United States,,https://commons.wikimedia.org/w/index.php?search=Skydio%20X10%20UAV&title=Special:MediaSearch&type=image,,,,,,
Skydio X2D,United States,,https://commons.wikimedia.org/w/index.php?search=Skydio%20X2D%20UAV&title=Special:MediaSearch&type=image,,,,,,
Switchblade 300,United States,,https://commons.wikimedia.org/w/index.php?search=Switchblade%20300%20UAV&title=Special:MediaSearch&type=image,,,,,,
Switchblade 600,United States,,https://commons.wikimedia.org/w/index.php?search=Switchblade%20600%20UAV&title=Special:MediaSearch&type=image,,,,,,
Wing delivery drone,United States,,https://commons.wikimedia.org/w/index.php?search=Wing%20delivery%20drone%20UAV&title=Special:MediaSearch&type=image,,,,,,
Wisk Generation 6,United States,,https://commons.wikimedia.org/w/index.php?search=Wisk%20Generation%206%20UAV&title=Special:MediaSearch&type=image,,,,,,
XQ-58A Valkyrie,United States,,https://commons.wikimedia.org/w/index.php?search=XQ-58A%20Valkyrie%20UAV&title=Special:MediaSearch&type=image,,,,,,
Zipline Platform 1,United States,,https://commons.wikimedia.org/w/index.php?search=Zipline%20Platform%201%20UAV&title=Special:MediaSearch&type=image,,,,,,
Zipline Platform 2,United States,,https://commons.wikimedia.org/w/index.php?search=Zipline%20Platform%202%20UAV&title=Special:MediaSearch&type=image,,,,,,
